workers	size	messages/s
1	1	668.24
1	2	778.37
1	4	707.83
1	8	540.97
1	16	403.42
1	32	329.28
2	1	701.24
2	2	778.27
2	4	684.31
2	8	516.18
2	16	383.42
2	32	310.68
